invoice_id,customer_id,invoice_date,invoice_amount,due_date
INV_220,CUST_76,2024-10-21,18887.63,2024-11-20
INV_221,CUST_115,2022-03-13,10160.74,2022-04-27
INV_222,CUST_87,2022-02-27,24724.93,2022-03-14
INV_223,CUST_15,2022-01-05,37211.25,2022-03-06
INV_224,CUST_92,2022-12-26,24882.17,2023-01-10
INV_225,CUST_98,2023-12-18,24417.45,2024-01-02
INV_226,CUST_66,2024-02-22,41992.41,2024-03-08
INV_227,CUST_32,2024-10-21,18389.49,2024-12-05
INV_228,CUST_87,2022-04-12,43059.84,2022-06-11
INV_229,CUST_63,2022-03-23,20636.84,2022-04-22
INV_230,CUST_86,2022-04-28,16747.54,2022-05-13
INV_231,CUST_51,2023-01-25,22972.5,2023-03-26
INV_232,CUST_25,2023-06-02,38241.12,2023-08-01
INV_233,CUST_58,2024-03-18,6737.1,2024-04-17
INV_234,CUST_63,2022-07-11,10222.75,2022-07-26
INV_235,CUST_62,2023-12-06,47596.52,2024-01-20
INV_236,CUST_22,2022-05-04,9186.84,2022-07-03
INV_237,CUST_58,2023-06-25,28602.5,2023-07-25
INV_238,CUST_58,2022-09-23,29176.07,2022-11-07
INV_239,CUST_86,2023-12-20,24736.41,2024-02-18
INV_240,CUST_49,2022-12-18,32414.89,2023-01-02
INV_241,CUST_52,2024-10-16,11876.42,2024-12-15
INV_242,CUST_42,2023-06-02,27856.78,2023-07-17
INV_243,CUST_70,2022-05-06,18922.58,2022-06-20
INV_244,CUST_15,2023-07-29,33252.53,2023-08-13
INV_245,CUST_54,2022-08-30,7490.57,2022-09-14
INV_246,CUST_107,2024-12-28,28758.43,2025-01-27
INV_247,CUST_60,2024-02-25,9670.88,2024-03-11
INV_248,CUST_101,2022-07-12,14292.83,2022-08-11
INV_249,CUST_97,2023-06-10,11326.14,2023-07-25
INV_250,CUST_8,2022-10-05,9550.47,2022-11-19
INV_251,CUST_53,2022-09-01,41372.69,2022-10-31
INV_252,CUST_60,2023-06-27,14642.52,2023-08-26
INV_253,CUST_108,2024-11-22,46392.63,2024-12-22
INV_254,CUST_108,2023-04-13,48511.36,2023-04-28
INV_255,CUST_5,2023-02-12,28777.39,2023-02-27
INV_256,CUST_103,2023-02-05,7578.56,2023-04-06
INV_257,CUST_68,2022-06-03,19040.14,2022-07-18
INV_258,CUST_6,2023-12-22,39987.75,2024-01-21
INV_259,CUST_109,2023-08-10,18685.84,2023-09-24
INV_260,CUST_96,2023-09-26,4807.35,2023-11-10
INV_261,CUST_116,2022-05-06,28060.85,2022-05-21
INV_262,CUST_94,2023-11-04,42333.48,2023-12-04
INV_263,CUST_47,2023-09-12,39898.36,2023-10-27
INV_264,CUST_99,2024-03-14,9168.6,2024-05-13
INV_265,CUST_55,2024-01-14,33801.85,2024-03-14
INV_266,CUST_40,2024-06-26,11414.96,2024-07-11
INV_267,CUST_52,2023-01-04,11301.27,2023-03-05
INV_268,CUST_16,2022-03-09,43766.55,2022-05-08
INV_269,CUST_13,2024-01-09,12858.61,2024-02-23
INV_270,CUST_114,2022-12-29,13530.74,2023-02-27
INV_271,CUST_106,2023-10-30,532.34,2023-12-29
INV_272,CUST_30,2024-07-10,43598.12,2024-08-24
INV_273,CUST_19,2023-06-12,39733.44,2023-06-27
INV_274,CUST_17,2024-11-10,31552.78,2024-11-25
INV_275,CUST_120,2024-09-26,37638.16,2024-10-26
INV_276,CUST_63,2022-01-26,8026.4,2022-03-27
INV_277,CUST_19,2022-08-01,23187.02,2022-09-15
INV_278,CUST_92,2024-08-25,17885.36,2024-09-24
INV_279,CUST_58,2022-11-26,5141.94,2022-12-11
INV_280,CUST_55,2023-07-25,24563.46,2023-08-09
INV_281,CUST_90,2024-11-12,46076.61,2024-12-27
INV_282,CUST_101,2023-03-28,2482.93,2023-04-27
INV_283,CUST_90,2022-01-24,14927.32,2022-02-23
INV_284,CUST_117,2022-03-27,10773.28,2022-05-11
INV_285,CUST_62,2024-08-16,12288.26,2024-09-30
INV_286,CUST_23,2024-01-11,45467.51,2024-02-10
INV_287,CUST_9,2022-11-07,23669.42,2022-11-22
INV_288,CUST_12,2023-07-13,23581.82,2023-09-11
INV_289,CUST_117,2023-01-30,38148.49,2023-02-14
INV_290,CUST_1,2024-05-25,8147.36,2024-07-09
INV_291,CUST_58,2023-07-23,24619.64,2023-08-22
INV_292,CUST_1,2023-09-29,21784.27,2023-10-29
INV_293,CUST_111,2024-12-15,30047.08,2025-02-13
INV_294,CUST_34,2024-12-16,49978.11,2025-01-15
INV_295,CUST_96,2023-10-17,38587.72,2023-12-16
INV_296,CUST_118,2022-12-15,20194.35,2022-12-30
INV_297,CUST_48,2023-06-23,41463.88,2023-07-08
INV_298,CUST_89,2023-12-09,8950.06,2024-01-08
INV_299,CUST_104,2024-09-15,2007.95,2024-10-15
INV_300,CUST_109,2023-04-18,10620.19,2023-06-02
INV_301,CUST_117,2023-02-22,17350.37,2023-04-08
INV_302,CUST_1,2022-04-21,25773.75,2022-05-21
INV_303,CUST_16,2024-07-11,30948.89,2024-08-10
INV_304,CUST_61,2023-01-18,45574.98,2023-02-02
INV_305,CUST_103,2022-08-06,25737.77,2022-09-05
INV_306,CUST_64,2023-09-27,25313.14,2023-11-11
INV_307,CUST_63,2023-11-28,2987.03,2023-12-13
INV_308,CUST_69,2022-02-17,2228.12,2022-04-18
INV_309,CUST_22,2023-01-30,27782.42,2023-03-16
INV_310,CUST_93,2023-07-11,22189.84,2023-08-25
INV_311,CUST_119,2023-06-12,42039.43,2023-06-27
INV_312,CUST_67,2022-07-13,8453.64,2022-09-11
INV_313,CUST_76,2022-03-15,1736.1,2022-04-29
INV_314,CUST_26,2022-08-12,22727.42,2022-09-11
INV_315,CUST_16,2023-05-18,12255.19,2023-07-02
INV_316,CUST_51,2024-05-03,2955.91,2024-05-18
INV_317,CUST_101,2024-06-18,36367.62,2024-07-03
INV_318,CUST_86,2024-05-18,6023.85,2024-06-02
INV_319,CUST_57,2022-03-14,30611.82,2022-04-28
INV_320,CUST_29,2022-03-15,14411.96,2022-05-14
INV_321,CUST_78,2024-08-27,9088.05,2024-09-26
INV_322,CUST_92,2023-12-08,19297.7,2023-12-23
INV_323,CUST_69,2023-03-02,40171.57,2023-05-01
INV_324,CUST_47,2023-03-27,19908.63,2023-04-26
INV_325,CUST_113,2022-07-18,37663.1,2022-08-02
INV_326,CUST_94,2024-04-16,6711.57,2024-05-16
INV_327,CUST_110,2022-07-10,38752.19,2022-08-09
INV_328,CUST_62,2024-09-30,12228.2,2024-11-29
INV_329,CUST_116,2023-12-18,34030.96,2024-01-17
INV_330,CUST_69,2022-10-01,28506.19,2022-10-16
INV_331,CUST_76,2023-04-17,46492.66,2023-06-16
INV_332,CUST_16,2022-01-04,19672.46,2022-02-18
INV_333,CUST_90,2023-08-09,3775.18,2023-09-23
INV_334,CUST_90,2022-04-25,1448.2,2022-06-24
INV_335,CUST_48,2022-08-29,41429.5,2022-10-13
INV_336,CUST_85,2023-12-14,26474.41,2024-01-13
INV_337,CUST_39,2024-01-22,38874.58,2024-02-06
INV_338,CUST_100,2023-02-01,12104.07,2023-03-03
INV_339,CUST_33,2024-04-18,17581.65,2024-06-17
INV_340,CUST_94,2023-04-10,1990.14,2023-04-25
INV_341,CUST_101,2022-01-06,48093.87,2022-03-07
INV_342,CUST_23,2023-04-01,33559.46,2023-05-31
INV_343,CUST_10,2024-03-28,46693.65,2024-05-27
INV_344,CUST_118,2023-08-18,13642.07,2023-09-17
INV_345,CUST_69,2022-02-17,30767.45,2022-03-04
INV_346,CUST_100,2022-11-20,34085.75,2022-12-05
INV_347,CUST_34,2024-02-07,16218.71,2024-02-22
INV_348,CUST_52,2024-05-03,42481.41,2024-06-02
INV_349,CUST_95,2024-09-16,47384.49,2024-10-31
INV_350,CUST_10,2024-04-26,44300.33,2024-05-26
INV_351,CUST_19,2024-08-09,37083.82,2024-09-08
INV_352,CUST_58,2022-12-15,14234.5,2023-02-13
INV_353,CUST_96,2022-03-07,14439.99,2022-03-22
INV_354,CUST_1,2023-06-05,48186.34,2023-06-20
INV_355,CUST_120,2023-07-01,1009.08,2023-08-15
INV_356,CUST_69,2024-05-14,35944.47,2024-06-28
INV_357,CUST_109,2023-10-20,35459.19,2023-12-19
INV_358,CUST_4,2022-03-13,31323.13,2022-03-28
INV_359,CUST_16,2024-12-30,49510.39,2025-02-13
INV_360,CUST_24,2022-06-01,15938.03,2022-07-16
INV_361,CUST_80,2023-06-27,17328.61,2023-07-12
INV_362,CUST_119,2023-03-11,4407.5,2023-04-10
INV_363,CUST_2,2024-01-27,22418.51,2024-03-12
INV_364,CUST_113,2022-01-30,13421.9,2022-02-14
INV_365,CUST_92,2023-04-19,17497.64,2023-06-03
INV_366,CUST_32,2023-07-07,41811.3,2023-09-05
INV_367,CUST_91,2023-05-02,46806.48,2023-06-16
INV_368,CUST_84,2024-04-06,9693.79,2024-04-21
INV_369,CUST_24,2023-08-15,18939.19,2023-09-29
INV_370,CUST_12,2024-12-18,46467.21,2025-02-16
INV_371,CUST_50,2022-03-06,3559.52,2022-05-05
INV_372,CUST_35,2022-12-11,5071.85,2023-01-25
INV_373,CUST_33,2023-11-18,8558.15,2024-01-02
INV_374,CUST_33,2024-05-10,29963.04,2024-07-09
INV_375,CUST_61,2024-11-20,7948.38,2025-01-19
INV_376,CUST_51,2022-09-04,48419.78,2022-10-04
INV_377,CUST_43,2022-04-08,22612.37,2022-05-08
INV_378,CUST_101,2022-08-20,25325.14,2022-10-19
INV_379,CUST_12,2024-09-17,12709.6,2024-11-01
INV_380,CUST_67,2024-11-26,23812.53,2024-12-11
INV_381,CUST_65,2022-03-19,33264.72,2022-05-03
INV_382,CUST_33,2022-05-09,37683.27,2022-06-23
INV_383,CUST_40,2024-12-25,37816.47,2025-01-24
INV_384,CUST_74,2022-08-25,29105.61,2022-09-24
INV_385,CUST_43,2022-12-16,45265.81,2023-01-15
INV_386,CUST_44,2022-05-21,40961.69,2022-07-20
INV_387,CUST_29,2024-10-10,37973.88,2024-12-09
INV_388,CUST_13,2023-12-20,3252.47,2024-02-03
INV_389,CUST_12,2022-10-22,840.46,2022-12-06
INV_390,CUST_95,2023-12-05,11016.14,2023-12-20
INV_391,CUST_46,2022-05-04,33344.42,2022-06-18
INV_392,CUST_2,2022-03-26,20854.28,2022-05-10
INV_393,CUST_115,2024-12-19,20419.11,2025-01-18
INV_394,CUST_114,2022-10-02,44287.05,2022-11-01
INV_395,CUST_35,2023-03-10,44830.36,2023-04-09
INV_396,CUST_87,2024-08-03,45504.18,2024-09-02
INV_397,CUST_81,2023-03-12,16036.96,2023-04-11
INV_398,CUST_90,2022-12-24,34707.26,2023-01-08
INV_399,CUST_8,2023-10-12,13945.84,2023-10-27
INV_400,CUST_93,2023-08-19,9935.19,2023-09-03
INV_401,CUST_26,2024-06-25,9639.31,2024-07-25
INV_402,CUST_74,2022-07-17,17434.33,2022-09-15
INV_403,CUST_90,2024-01-22,21782.9,2024-02-21
INV_404,CUST_34,2024-01-04,41631.98,2024-02-03
INV_405,CUST_115,2023-05-30,6434.61,2023-06-14
INV_406,CUST_105,2024-03-30,36878.83,2024-04-29
INV_407,CUST_7,2024-08-27,26807.02,2024-09-11
INV_408,CUST_68,2024-09-18,14753.29,2024-10-18
INV_409,CUST_58,2022-09-02,24894.57,2022-10-17
INV_410,CUST_117,2022-11-17,15347.13,2023-01-16
INV_411,CUST_114,2023-10-17,30006.06,2023-12-16
INV_412,CUST_109,2022-01-12,21975.27,2022-01-27
INV_413,CUST_75,2024-02-16,8638.07,2024-04-01
INV_414,CUST_29,2022-05-29,6270.86,2022-07-28
INV_415,CUST_120,2023-05-18,27561.44,2023-06-02
INV_416,CUST_36,2023-02-28,45169.45,2023-03-30
INV_417,CUST_89,2023-12-18,17525.91,2024-01-17
INV_418,CUST_21,2022-08-03,36783.51,2022-09-17
INV_419,CUST_36,2023-10-03,33103.74,2023-12-02
INV_420,CUST_10,2022-07-30,46611.97,2022-08-29
INV_421,CUST_101,2022-07-15,41138.56,2022-07-30
INV_422,CUST_73,2022-12-20,28546.96,2023-01-19
INV_423,CUST_24,2022-07-14,33023.01,2022-08-13
INV_424,CUST_64,2023-07-29,44970.13,2023-09-27
INV_425,CUST_99,2024-11-29,20276.18,2025-01-28
INV_426,CUST_49,2024-09-07,16676.34,2024-09-22
INV_427,CUST_99,2023-01-26,1035.15,2023-03-12
INV_428,CUST_112,2023-11-22,41414.28,2024-01-06
INV_429,CUST_36,2023-01-15,40148.54,2023-02-14
INV_430,CUST_82,2024-10-08,5670.5,2024-10-23
INV_431,CUST_113,2024-02-28,29054.44,2024-04-13
INV_432,CUST_103,2023-08-09,23467.09,2023-09-23
INV_433,CUST_96,2024-10-02,6376.1,2024-11-01
INV_434,CUST_24,2023-05-25,49038.13,2023-06-09
INV_435,CUST_23,2022-11-11,11127.45,2022-12-26
INV_436,CUST_62,2022-10-27,3828.09,2022-12-26
INV_437,CUST_96,2023-09-23,29944.95,2023-11-22
INV_438,CUST_37,2022-07-06,37073.9,2022-08-05
INV_439,CUST_12,2023-01-08,2105.95,2023-02-07
INV_440,CUST_113,2022-03-05,33106.52,2022-04-04
INV_441,CUST_55,2023-02-25,26848.45,2023-03-27
INV_442,CUST_13,2023-02-21,5611.62,2023-04-07
INV_443,CUST_23,2024-08-03,9039.93,2024-08-18
INV_444,CUST_89,2024-01-20,28614.73,2024-02-19
INV_445,CUST_99,2024-10-13,15169.7,2024-11-12
INV_446,CUST_105,2024-05-01,46946.63,2024-06-15
INV_447,CUST_30,2022-08-20,41027.64,2022-09-19
INV_448,CUST_17,2022-11-23,49186.58,2022-12-23
INV_449,CUST_113,2023-07-22,13353.71,2023-08-06
INV_450,CUST_62,2023-08-28,48501.32,2023-10-27
INV_451,CUST_84,2022-01-25,21846.08,2022-02-24
INV_452,CUST_112,2022-03-09,17702.18,2022-04-23
INV_453,CUST_89,2023-06-16,2992.3,2023-07-01
INV_454,CUST_86,2024-07-25,3111.88,2024-09-08
INV_455,CUST_13,2022-05-22,34754.56,2022-06-06
INV_456,CUST_59,2022-08-21,23167.49,2022-09-05
INV_457,CUST_19,2024-04-14,11712.82,2024-05-14
INV_458,CUST_49,2023-03-05,30891.53,2023-04-04
INV_459,CUST_100,2024-10-31,13016.48,2024-11-30
INV_460,CUST_12,2023-06-09,29092.77,2023-08-08
INV_461,CUST_61,2024-09-12,18280.83,2024-11-11
INV_462,CUST_105,2024-03-31,41265.84,2024-05-15
INV_463,CUST_19,2023-11-02,41124.46,2023-12-02
INV_464,CUST_76,2022-06-04,24128.84,2022-08-03
